"영화명","개봉일","매출액","누적매출액","관객수","누적관객수","스크린수","상영횟수","제작사","배급사","등급","장르","감독","배우"
"대한민국 1%",2010-05-05,2244690500,2244690500,440372,440372,286,20352,"㈜기억속의매미","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마,액션","조명남","손병호,임원희,이아이,손종우,김형범,최제헌,이신성,최진영,한대희,문성진,고용석,장규순,전지운,윤의석,박순홍,이기원,김우영,임채무,동현배,김수현,박충선,현원,김수현,윤충,이동진"
"모비딕",2011-06-09,3264596000,3264596000,430936,430936,377,19894,"(주)쇼박스,(주)팔레트픽처스","(주)쇼박스","15세이상관람가","스릴러,드라마","박인제","황정민,김민희,김상호,진구,송용호,김은겸,박하영,서정하,장우진,이성일,오대환,배성우,이희준,김보연,안길강,정만식,조희봉,전소현,김승훈,안민영,홍기준,권범택,유정호"
"티끌모아 로맨스",2011-11-10,2941629500,2941629500,423919,423919,323,19291,"(주)아이에이치큐,㈜인디스토리","필라멘트픽쳐스","15세이상관람가","멜로/로맨스,코미디","김정환","한예슬,송중기,이상엽,신소율,조성일,김혜린,박정희,최화진,황지혜,조하영,황하나,한동희,최영인,오철민,한사명"
"사랑이 무서워",2011-03-10,3020062500,3020062500,402876,402876,290,21341,"(주)위픽쳐스,(주)디씨지플러스","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디,멜로/로맨스","정우철","임창정,김규리,손현우,이미소,성지혜,최효영,서정,정경미,윤지민,안석환,강성진,김태훈,백현주,최교식,이은채"
"커플즈",2011-11-02,2705566500,2705566500,360045,360045,387,19564,"시오필름(주),(주)바른손이앤에이","(주)싸이더스","15세이상관람가","멜로/로맨스,코미디","정용기","공형진,김주혁,이윤지,이시영,오정세,강대영,조성걸,최정화,김형근,조달환,배슬기,조한철,김건우,정광재,최고운,이진,윤석진,정정숙,임동현,전수지,김지운,김응수"
"맨발의 꿈",2010-06-24,2372787500,2372787500,331945,331945,332,17790,"(주)캠프비,(주)쇼박스","(주)쇼박스","전체관람가","드라마","김태균","박희순,고창석,김현석,이진서,조진웅"
"세상에서 가장 아름다운 이별",2011-04-20,2296840000,2296840000,316990,316990,340,17456,"(주)수필름","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","드라마","민규동","김갑수,서영희,배종옥,조성훈,김유나,박혜선,박혁권,정규상,김보민,최린,박설희,이영숙,윤혜진,박근록,문희경,박희본,이대연,오나라,이솜,김선일,김도영,박지연,윤경호"
"마이 블랙 미니드레스",2011-03-24,2318884500,2318884500,313953,313953,325,20166,"(주)토리픽쳐스","(주)씨제이이엔엠","15세이상관람가","드라마","허인무","윤은혜,박한별,차예련,유인나,신다영,최윤영,김민수,안치용,주은영,강성철,김가희,김경택,김기남,박미림,임현석,김정복,이용우,양영희,이케니,이형석,문희경,이미도,동호,정석용,김광규,고규필,이민웅"
"마마",2011-06-01,1642407500,1642407500,243209,243209,269,12667,"씨네주(유),㈜더드림앤드픽쳐스","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","최익환","엄정화,김해숙,유해진,류현경,전수경,이형석,홍진성,진선규,안지현,박홍순,한상진,이동하,서민석,한진식,진영범,문용찬,박선지,정선혜,이원희,유창숙,김정헌,조우진,공민정,김정영,이민웅"
"적과의 동침",2011-04-27,1740340000,1740340000,243094,243094,391,14069,"(주)알지엔터웍스","(주)쇼박스","12세이상관람가","드라마,멜로/로맨스","박건용","김주혁,유해진,정려원,김명일,조민아,신성훈,유하준,이신성,가원,채빈,한명진,차지훈,윤석현,장성현,이학민,변희봉,신정근,김보연,최희진,한기중,김상호,오희준,최원영,한사명"
"폐가",2010-08-19,1586581500,1586581500,225955,225955,160,8769,"데이지엔터테인먼트,HY Films","(주)시너지하우스 (시너지)","15세이상관람가","공포(호러)","이철하","신경선,윤이나,전인걸,현태호,이화정,신소율,박진원"
"투혼",2011-10-06,1432123500,1432123500,210970,210970,356,15008,"㈜감독의집,(주)시네마제니스","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트","전체관람가","드라마","김상진","김주혁,김선아,정호진,김효수,김홍균,최인영,최재승,조성진,최정민,김미주,박정훈,황인성,조정민,조지훈,배정훈,김기호,한수희,강성구,서상우,천진호,이상화,이희승,이선호,임성건,최성필,최영웅,최영환,오효진,이찬원,박민영,이현수,김우진,이미도,이선호,이동훈,박지연"
"페스티발",2010-11-18,1517889500,1517889500,196995,196995,234,11898,"(주)영화사아침,(주)타이거픽쳐스","(주)시너지하우스 (시너지)","청소년관람불가","코미디","이해영","신하균,박소현,김아중,엄지원,심혜진,성동일,류승범,백진희,오달수,설미미,손봉수,김효배,김호현,조안나,신유진,황혜림,김남희,문희정,최권,유승훈,박상현,정아라,양홍준,김남순,송대중"
"아빠가 여자를 좋아해",2010-01-14,1243136000,1243136000,174333,174333,277,13408,"(주)하리마오픽쳐스","(주)쇼박스","12세이상관람가","멜로/로맨스,코미디","이광재","김지석,이나영,박정현,김희수,조아름,장남열,태인호,이필모,김희원,이창훈,김응수"
"나는 아빠다",2011-04-14,1246420500,1246420500,168049,168049,300,15810,"㈜기억속의매미","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","액션,드라마","전만배,이세영","김새론,김승우,최정윤,임하룡,손병호,김명성,김호준,신용진,신은영,배상철,모상범,서정훈,이민재,이상우,유현,김일권,오호진,김윤지,이관희,양재원,천성훈,노정의,조덕현,이원종,박충선,김기연,최홍일,정아미,손희순,한이진,윤충"
"그랑프리",2010-09-16,1219746000,1219746000,167024,167024,232,13100,"(주)네버엔딩스토리","(주)싸이더스","12세이상관람가","드라마","양윤호","김태희,양동근,박근형,고두심,박사랑,우현,송재림,박희본,강나윤,송옥숙,신기환,최재욱,김현철,이상혁,김태영,박상언,박상우,양지혜,이준동,최정우,이혜은,박민우"
"비밀애",2010-03-25,1206962000,1206962000,164252,164252,268,15211,"(주)한컴,(주)코난픽쳐스","(주)시너지하우스 (시너지)","청소년관람불가","멜로/로맨스","류훈,권지연","유지태,윤진서,유현주,임호,임형국,이미도,지대한,강애심,정인기,오연아"
"무법자",2010-03-18,1221713500,1221713500,160734,160734,190,12965,"청강스토리㈜","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마,범죄,스릴러","김철한","감우성,장신영,이승민,탁트인,최원영,조대현,박용재,김민좌,박준수,박창희,안창영,김선나,유정인,정윤선,천성훈,허기호,이한주,조덕현,우현,김동효,정민성,이정민,이언수,김강산"
"웨딩드레스",2010-01-14,985816500,997380500,141806,143458,185,9417,"(주)로드픽쳐스,(주)인벤트스톤","(주)싸이더스","전체관람가","드라마","권형진","송윤아,김향기,김혜진,최지우,경규원,양진성,전동성,조현민,정광재,최대호,임지선,오수정,권수현,이기우,김여진,차은재,김명국,전미선,이승연,윤경호"
"오늘",2011-10-27,712814000,712814000,131896,131896,207,7242,"(주)포시즌스카이컴퍼니","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","이정향","송혜교,남지현,송상우,송창의,조미혜,박은진,김현승,박준열,김한얼,박태훈,윤방수,이종찬,김주엽,김지영,김수안,정아미,백현주,박혜진"
"두 여자",2010-11-18,967522000,967522000,129576,129576,216,10114,"(주)케이앤엔터테인먼트","CJ ENM","청소년관람불가","멜로/로맨스,드라마","정윤수","문소연,정준호,심이영,신은경,강경일,송윤영,김혜원,최재원,김미중,최지영,홍지연,최혁,조정화,박호진,남희진,배정민,한진영,최근현,유은혜,유종수,권민성,임성희,임예진,최영훈,권성민,최윤정,전수지,이현미,장민호,권은수"
"마법천자문: 대마왕의 부활을 막아라",2010-08-19,788079000,788079000,121572,121572,180,5576,"(주)디엔에이프로덕션,디앤에이프로덕션","CJ ENM","전체관람가","애니메이션","윤영기","박현,인한국,윤소라,윤지수,박연진,정선혜"
"히트",2011-10-13,783919500,783919500,110631,110631,171,5960,"(주)부영엔터테인먼트","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","드라마,액션,코미디","이성한","박성웅,한재석,정성화,송영창,이하늬,마르코,윤택"
"꿈은 이루어진다",2010-05-27,718090000,718090000,101698,101698,220,8984,"(주)드림슈거픽쳐스,와이케이픽쳐스,EXCON","CJ ENM","15세이상관람가","코미디,드라마","계윤식","이성재,최지현,강성진,정경호,유태웅,이상훈,박지훈,최시찬,이선호,오태경,지대한,윤다경,김영용,유정호,이언수"
"기생령",2011-08-05,750901000,750901000,96992,96992,207,5783,"(주)코어콘텐츠미디어,(주)이스트스카이필름","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","공포(호러)","고석진","한은정,효민,이형석,황지현,김민재,하일우,한세미,김대우,윤범준,이샛별,박민수,장선호,노민우,최욱,박혜진"
"나탈리",2010-10-28,1114062000,1114062000,94875,94875,196,10025,"(주)상상엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","멜로/로맨스,드라마","주경중","이성재,김지훈,박현진,조수진,황희숙,주희,김기연,임소은,양지원,김예지"
"써니 감독판",2011-07-28,698549500,698549500,90562,90562,54,1574,"(주)알로하픽쳐스,(주)토일렛픽쳐스","(주)씨제이이엔엠","청소년관람불가","드라마,코미디","강형철","고수희,김민영,김선경,심은경,진희경,홍진희,민효린,김보미,이연경,강소라,박진주,남보라,유호정"
"회초리",2011-05-19,479093000,479093000,74765,74765,142,4246,"(주)영화사메이플러스","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","박광우","안내상,전소영,진지희,윤주상,정호원,송성호,최지원,태리,박재훈,심재훈,박지연,박지혜,하수민,김병무,김나경,김남원,서은미,서준,김복희,김봉곤,채윤,유승연,임현정,장윤정,이성경,박상은,최성진,박성열,김재일,양유진,이하늘,김용운,이준건,최상준,춘자,최지원"
"Mr.아이돌",2011-11-03,515508500,515508500,74261,74261,311,8669,"데이지엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트,(주)시너지하우스 (시너지)","12세이상관람가","드라마","라희찬","우혜진,김수로,박예진,이재용,지현우,임원희,박재범,강다솔,김효은,김원영,박인규,김민상,정한진,박정진,최현미,박지호,이규희,방문정,한미선,조훈,한송희,채효정,채희송,천귀공,유영선,유재환,구민영,임대경,윤이슬,임사랑,임성현,최영희,최용준,오주환,정태민,장대운,김승룡,이용이,이원신,김주현,김지애,차종호,장영남,이철민,이한위,안서현,천성훈,이성우,원현준,장준유,박지연,이상훈,김영미,박윤호"
"로맨틱 헤븐",2011-03-24,542739500,542739500,73729,73729,260,8914,"(주)시네마서비스글로벌","(주)시네마서비스","12세이상관람가","드라마","장진","김수로,김동욱,김지원,이재용,이순재,이강빈,신현숙,한인규,이민혁,박미라,정다영,이용이,이태규,김준모,이철민,김원해,심은경,이나라,김준배,이상훈,김무열"
"사랑한다, 사랑하지 않는다",2011-03-03,508658500,508658500,66680,66680,80,4571,"(주)영화사봄","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","멜로/로맨스","이윤기","현빈,임수정,유진영,김중기,김혜옥"
"주문진",2010-01-21,372281300,372281300,66098,66098,95,2820,"(주)하명중 영화제작소","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마,멜로/로맨스,판타지","하명중","김기범,민준호,황보라,조상기,박하선,이대수,이승조,이용녀,정종열"
"돌이킬 수 없는",2010-11-04,465532500,465532500,64371,64371,204,8780,"(주)재크필름","㈜케이디미디어","15세이상관람가","미스터리,드라마","박수영","천보근,이정진,김태우,정인기,김창숙,임성언,홍기석,박영선,조은빈,황정원,배선형,박성만,정재환,최정우,김병춘,정세형,이승표"
"헤드",2011-05-26,462025000,462025000,61414,61414,196,6934,"(주)이든픽쳐스","(주)에스비에스콘텐츠허브","청소년관람불가","액션,스릴러","조운","류덕환,박예진,백윤식,오달수,강대연,신민섭,데니 안/ 안신원,박영서,우현,유선희,전병기,정경미,최재섭,장소연,김강현,장준녕,김자영,김봉수"
"결정적 한방",2011-12-07,439400000,439400000,60944,60944,160,6266,"(주)오디이엔티","(주)화앤담이엔티","15세이상관람가","코미디,드라마","박중구","유동근,윤진서,김정훈,송수현,조민우,김원중,오광록,조윤정,주영훈,이동주,김남순,권창환,한우정,유요한,장인수,최소라,임아인,박세진,오제헌,최윤호,이채은,이태동,이유진,한보름,서우진,정상훈,조성하,박충선,지찬"
